Time,Interval Start,Interval End,Load,Location,Estimated_Temperature_F
2026-06-23 10:25:00,2026-06-23 10:25:00-04:00,2026-06-23 10:30:00-04:00,13658.383,ISO-NE System Total,81.0005462363287
2026-06-23 10:30:00,2026-06-23 10:30:00-04:00,2026-06-23 10:35:00-04:00,13621.78,ISO-NE System Total,80.97594453750555
2026-06-23 10:35:00,2026-06-23 10:35:00-04:00,2026-06-23 10:40:00-04:00,13626.485,ISO-NE System Total,80.97910687373381
2026-06-23 10:40:00,2026-06-23 10:40:00-04:00,2026-06-23 10:45:00-04:00,13628.698,ISO-NE System Total,80.98059428076317
2026-06-23 10:45:00,2026-06-23 10:45:00-04:00,2026-06-23 10:50:00-04:00,13621.737,ISO-NE System Total,80.97591563623928
2026-06-23 10:50:00,2026-06-23 10:50:00-04:00,2026-06-23 10:55:00-04:00,13588.76,ISO-NE System Total,80.95375105349767
2026-06-23 10:55:00,2026-06-23 10:55:00-04:00,2026-06-23 11:00:00-04:00,13645.407,ISO-NE System Total,80.99182477513894
2026-06-23 11:00:00,2026-06-23 11:00:00-04:00,2026-06-23 11:05:00-04:00,13627.696,ISO-NE System Total,81.77912419408379
2026-06-23 11:05:00,2026-06-23 11:05:00-04:00,2026-06-23 11:10:00-04:00,13550.693,ISO-NE System Total,81.72736874741331
2026-06-23 11:10:00,2026-06-23 11:10:00-04:00,2026-06-23 11:15:00-04:00,13492.694,ISO-NE System Total,81.68838631619063
2026-06-23 11:15:00,2026-06-23 11:15:00-04:00,2026-06-23 11:20:00-04:00,13498.021,ISO-NE System Total,81.69196671259614
2026-06-23 11:20:00,2026-06-23 11:20:00-04:00,2026-06-23 11:25:00-04:00,13454.89,ISO-NE System Total,81.66297739827924
2026-06-23 11:25:00,2026-06-23 11:25:00-04:00,2026-06-23 11:30:00-04:00,13415.151,ISO-NE System Total,81.63626792338556
2026-06-23 11:30:00,2026-06-23 11:30:00-04:00,2026-06-23 11:35:00-04:00,13384.04,ISO-NE System Total,81.61535752117571
2026-06-23 11:35:00,2026-06-23 11:35:00-04:00,2026-06-23 11:40:00-04:00,13302.852,ISO-NE System Total,81.56078924196215
2026-06-23 11:40:00,2026-06-23 11:40:00-04:00,2026-06-23 11:45:00-04:00,13311.204,ISO-NE System Total,81.56640280884385
2026-06-23 11:45:00,2026-06-23 11:45:00-04:00,2026-06-23 11:50:00-04:00,13297.723,ISO-NE System Total,81.55734192580599
2026-06-23 11:50:00,2026-06-23 11:50:00-04:00,2026-06-23 11:55:00-04:00,13239.099,ISO-NE System Total,81.51793941803864
2026-06-23 11:55:00,2026-06-23 11:55:00-04:00,2026-06-23 12:00:00-04:00,13248.039,ISO-NE System Total,81.52394819293356
2026-06-23 12:00:00,2026-06-23 12:00:00-04:00,2026-06-23 12:05:00-04:00,13183.984,ISO-NE System Total,81.75348877771111
2026-06-23 12:05:00,2026-06-23 12:05:00-04:00,2026-06-23 12:10:00-04:00,13166.416,ISO-NE System Total,81.74168093013236
2026-06-23 12:10:00,2026-06-23 12:10:00-04:00,2026-06-23 12:15:00-04:00,13136.692,ISO-NE System Total,81.72170276179044
2026-06-23 12:15:00,2026-06-23 12:15:00-04:00,2026-06-23 12:20:00-04:00,13110.936,ISO-NE System Total,81.7043915754153
2026-06-23 12:20:00,2026-06-23 12:20:00-04:00,2026-06-23 12:25:00-04:00,13087.69,ISO-NE System Total,81.68876741644355
2026-06-23 12:25:00,2026-06-23 12:25:00-04:00,2026-06-23 12:30:00-04:00,13099.299,ISO-NE System Total,81.69657008621483
2026-06-23 12:30:00,2026-06-23 12:30:00-04:00,2026-06-23 12:35:00-04:00,13117.53,ISO-NE System Total,81.70882355099216
2026-06-23 12:35:00,2026-06-23 12:35:00-04:00,2026-06-23 12:40:00-04:00,13116.756,ISO-NE System Total,81.70830332819925
2026-06-23 12:40:00,2026-06-23 12:40:00-04:00,2026-06-23 12:45:00-04:00,13132.798,ISO-NE System Total,81.71908551688655
2026-06-23 12:45:00,2026-06-23 12:45:00-04:00,2026-06-23 12:50:00-04:00,13102.557,ISO-NE System Total,81.69875986122688
2026-06-23 12:50:00,2026-06-23 12:50:00-04:00,2026-06-23 12:55:00-04:00,13152.521,ISO-NE System Total,81.73234178839131
2026-06-23 12:55:00,2026-06-23 12:55:00-04:00,2026-06-23 13:00:00-04:00,13159.922,ISO-NE System Total,81.73731616680266
2026-06-23 13:00:00,2026-06-23 13:00:00-04:00,2026-06-23 13:05:00-04:00,13216.767,ISO-NE System Total,81.50292957900581
2026-06-23 13:05:00,2026-06-23 13:05:00-04:00,2026-06-23 13:10:00-04:00,13222.929,ISO-NE System Total,81.50707119767499
2026-06-23 13:10:00,2026-06-23 13:10:00-04:00,2026-06-23 13:15:00-04:00,13235.897,ISO-NE System Total,81.515787281885
2026-06-23 13:15:00,2026-06-23 13:15:00-04:00,2026-06-23 13:20:00-04:00,13215.894,ISO-NE System Total,81.50234281608822
2026-06-23 13:20:00,2026-06-23 13:20:00-04:00,2026-06-23 13:25:00-04:00,13233.717,ISO-NE System Total,81.51432205489719
2026-06-23 13:25:00,2026-06-23 13:25:00-04:00,2026-06-23 13:30:00-04:00,13215.002,ISO-NE System Total,81.50174328284366
2026-06-23 13:30:00,2026-06-23 13:30:00-04:00,2026-06-23 13:35:00-04:00,13254.445,ISO-NE System Total,81.52825380948579
2026-06-23 13:35:00,2026-06-23 13:35:00-04:00,2026-06-23 13:40:00-04:00,13239.591,ISO-NE System Total,81.5182701022946
2026-06-23 13:40:00,2026-06-23 13:40:00-04:00,2026-06-23 13:45:00-04:00,13242.411,ISO-NE System Total,81.52016548766414
2026-06-23 13:45:00,2026-06-23 13:45:00-04:00,2026-06-23 13:50:00-04:00,13225.422,ISO-NE System Total,81.50874679899637
2026-06-23 13:50:00,2026-06-23 13:50:00-04:00,2026-06-23 13:55:00-04:00,13211.195,ISO-NE System Total,81.49918451259478
2026-06-23 13:55:00,2026-06-23 13:55:00-04:00,2026-06-23 14:00:00-04:00,13212.289,ISO-NE System Total,81.49991981457858
2026-06-23 14:00:00,2026-06-23 14:00:00-04:00,2026-06-23 14:05:00-04:00,13228.276,ISO-NE System Total,80.7114616564929
2026-06-23 14:05:00,2026-06-23 14:05:00-04:00,2026-06-23 14:10:00-04:00,13206.443,ISO-NE System Total,80.69678720657333
2026-06-23 14:10:00,2026-06-23 14:10:00-04:00,2026-06-23 14:15:00-04:00,13263.792,ISO-NE System Total,80.73533275818957
2026-06-23 14:15:00,2026-06-23 14:15:00-04:00,2026-06-23 14:20:00-04:00,13259.309,ISO-NE System Total,80.73231963314998
2026-06-23 14:20:00,2026-06-23 14:20:00-04:00,2026-06-23 14:25:00-04:00,13306.192,ISO-NE System Total,80.76383075097982
2026-06-23 14:25:00,2026-06-23 14:25:00-04:00,2026-06-23 14:30:00-04:00,13364.714,ISO-NE System Total,80.80316470225509
2026-06-23 14:30:00,2026-06-23 14:30:00-04:00,2026-06-23 14:35:00-04:00,13379.753,ISO-NE System Total,80.8132727521035
2026-06-23 14:35:00,2026-06-23 14:35:00-04:00,2026-06-23 14:40:00-04:00,13379.696,ISO-NE System Total,80.81323444112263
2026-06-23 14:40:00,2026-06-23 14:40:00-04:00,2026-06-23 14:45:00-04:00,13347.918,ISO-NE System Total,80.79187573322432
2026-06-23 14:45:00,2026-06-23 14:45:00-04:00,2026-06-23 14:50:00-04:00,13353.517,ISO-NE System Total,80.79563894694206
2026-06-23 14:50:00,2026-06-23 14:50:00-04:00,2026-06-23 14:55:00-04:00,13338.688,ISO-NE System Total,80.78567204281266
2026-06-23 14:55:00,2026-06-23 14:55:00-04:00,2026-06-23 15:00:00-04:00,13339.024,ISO-NE System Total,80.78589787596307
2026-06-23 15:00:00,2026-06-23 15:00:00-04:00,2026-06-23 15:05:00-04:00,13379.599,ISO-NE System Total,79.54182026445977
2026-06-23 15:05:00,2026-06-23 15:05:00-04:00,2026-06-23 15:10:00-04:00,13333.422,ISO-NE System Total,79.51078366509478
2026-06-23 15:10:00,2026-06-23 15:10:00-04:00,2026-06-23 15:15:00-04:00,13396.515,ISO-NE System Total,79.55318988818712
2026-06-23 15:15:00,2026-06-23 15:15:00-04:00,2026-06-23 15:20:00-04:00,13389.786,ISO-NE System Total,79.54866717607662
2026-06-23 15:20:00,2026-06-23 15:20:00-04:00,2026-06-23 15:25:00-04:00,13390.769,ISO-NE System Total,79.54932787246607
2026-06-23 15:25:00,2026-06-23 15:25:00-04:00,2026-06-23 15:30:00-04:00,13421.632,ISO-NE System Total,79.570071588303
2026-06-23 15:30:00,2026-06-23 15:30:00-04:00,2026-06-23 15:35:00-04:00,13443.325,ISO-NE System Total,79.58465194107656
2026-06-23 15:35:00,2026-06-23 15:35:00-04:00,2026-06-23 15:40:00-04:00,13443.45,ISO-NE System Total,79.58473595638549
2026-06-23 15:40:00,2026-06-23 15:40:00-04:00,2026-06-23 15:45:00-04:00,13435.737,ISO-NE System Total,79.57955187576304
2026-06-23 15:45:00,2026-06-23 15:45:00-04:00,2026-06-23 15:50:00-04:00,13469.729,ISO-NE System Total,79.6023986628132
2026-06-23 15:50:00,2026-06-23 15:50:00-04:00,2026-06-23 15:55:00-04:00,13505.881,ISO-NE System Total,79.62669723440172
2026-06-23 15:55:00,2026-06-23 15:55:00-04:00,2026-06-23 16:00:00-04:00,13531.123,ISO-NE System Total,79.64366294982652
2026-06-23 16:00:00,2026-06-23 16:00:00-04:00,2026-06-23 16:05:00-04:00,13504.414,ISO-NE System Total,77.96885698124369
2026-06-23 16:05:00,2026-06-23 16:05:00-04:00,2026-06-23 16:10:00-04:00,13480.826,ISO-NE System Total,77.9530029563867
2026-06-23 16:10:00,2026-06-23 16:10:00-04:00,2026-06-23 16:15:00-04:00,13548.117,ISO-NE System Total,77.99823074961427
2026-06-23 16:15:00,2026-06-23 16:15:00-04:00,2026-06-23 16:20:00-04:00,13590.53,ISO-NE System Total,78.02673747999665
2026-06-23 16:20:00,2026-06-23 16:20:00-04:00,2026-06-23 16:25:00-04:00,13659.531,ISO-NE System Total,78.07311460265043
2026-06-23 16:25:00,2026-06-23 16:25:00-04:00,2026-06-23 16:30:00-04:00,13669.118,ISO-NE System Total,78.07955824078441
2026-06-23 16:30:00,2026-06-23 16:30:00-04:00,2026-06-23 16:35:00-04:00,13701.096,ISO-NE System Total,78.10105137317701
2026-06-23 16:35:00,2026-06-23 16:35:00-04:00,2026-06-23 16:40:00-04:00,13767.951,ISO-NE System Total,78.14598612100703
2026-06-23 16:40:00,2026-06-23 16:40:00-04:00,2026-06-23 16:45:00-04:00,13816.674,ISO-NE System Total,78.17873394418437
2026-06-23 16:45:00,2026-06-23 16:45:00-04:00,2026-06-23 16:50:00-04:00,13819.483,ISO-NE System Total,78.18062193620673
2026-06-23 16:50:00,2026-06-23 16:50:00-04:00,2026-06-23 16:55:00-04:00,13856.438,ISO-NE System Total,78.20546022213983
2026-06-23 16:55:00,2026-06-23 16:55:00-04:00,2026-06-23 17:00:00-04:00,13895.775,ISO-NE System Total,78.23189950379998
2026-06-23 17:00:00,2026-06-23 17:00:00-04:00,2026-06-23 17:05:00-04:00,13928.021,ISO-NE System Total,76.32412512583512
2026-06-23 17:05:00,2026-06-23 17:05:00-04:00,2026-06-23 17:10:00-04:00,13952.712,ISO-NE System Total,76.34072050177815
2026-06-23 17:10:00,2026-06-23 17:10:00-04:00,2026-06-23 17:15:00-04:00,14039.623,ISO-NE System Total,76.39913533789593
2026-06-23 17:15:00,2026-06-23 17:15:00-04:00,2026-06-23 17:20:00-04:00,14054.74,ISO-NE System Total,76.4092958132971
2026-06-23 17:20:00,2026-06-23 17:20:00-04:00,2026-06-23 17:25:00-04:00,14171.251,ISO-NE System Total,76.48760547457034
2026-06-23 17:25:00,2026-06-23 17:25:00-04:00,2026-06-23 17:30:00-04:00,14241.688,ISO-NE System Total,76.53494776509315
2026-06-23 17:30:00,2026-06-23 17:30:00-04:00,2026-06-23 17:35:00-04:00,14294.538,ISO-NE System Total,76.57046943771026
2026-06-23 17:35:00,2026-06-23 17:35:00-04:00,2026-06-23 17:40:00-04:00,14344.419,ISO-NE System Total,76.60399557870956
2026-06-23 17:40:00,2026-06-23 17:40:00-04:00,2026-06-23 17:45:00-04:00,14391.1,ISO-NE System Total,76.63537092780017
2026-06-23 17:45:00,2026-06-23 17:45:00-04:00,2026-06-23 17:50:00-04:00,14417.014,ISO-NE System Total,76.6527883095258
2026-06-23 17:50:00,2026-06-23 17:50:00-04:00,2026-06-23 17:55:00-04:00,14450.818,ISO-NE System Total,76.67550873755131
2026-06-23 17:55:00,2026-06-23 17:55:00-04:00,2026-06-23 18:00:00-04:00,14555.462,ISO-NE System Total,76.74584232145564
2026-06-23 18:00:00,2026-06-23 18:00:00-04:00,2026-06-23 18:05:00-04:00,14542.684,ISO-NE System Total,74.66670157969504
2026-06-23 18:05:00,2026-06-23 18:05:00-04:00,2026-06-23 18:10:00-04:00,14508.153,ISO-NE System Total,74.64349251863277
2026-06-23 18:10:00,2026-06-23 18:10:00-04:00,2026-06-23 18:15:00-04:00,14551.087,ISO-NE System Total,74.6723494248228
2026-06-23 18:15:00,2026-06-23 18:15:00-04:00,2026-06-23 18:20:00-04:00,14565.42,ISO-NE System Total,74.68198295620635
2026-06-23 18:20:00,2026-06-23 18:20:00-04:00,2026-06-23 18:25:00-04:00,14631.439,ISO-NE System Total,74.72635580965022
2026-06-23 18:25:00,2026-06-23 18:25:00-04:00,2026-06-23 18:30:00-04:00,14664.322,ISO-NE System Total,74.7484572128795
2026-06-23 18:30:00,2026-06-23 18:30:00-04:00,2026-06-23 18:35:00-04:00,14681.671,ISO-NE System Total,74.760117865637
2026-06-23 18:35:00,2026-06-23 18:35:00-04:00,2026-06-23 18:40:00-04:00,14686.961,ISO-NE System Total,74.76367339351107
2026-06-23 18:40:00,2026-06-23 18:40:00-04:00,2026-06-23 18:45:00-04:00,14690.665,ISO-NE System Total,74.76616293514539
2026-06-23 18:45:00,2026-06-23 18:45:00-04:00,2026-06-23 18:50:00-04:00,14743.319,ISO-NE System Total,74.80155287175808
2026-06-23 18:50:00,2026-06-23 18:50:00-04:00,2026-06-23 18:55:00-04:00,14790.079,ISO-NE System Total,74.83298131852393
2026-06-23 18:55:00,2026-06-23 18:55:00-04:00,2026-06-23 19:00:00-04:00,14745.687,ISO-NE System Total,74.80314445777051
2026-06-23 19:00:00,2026-06-23 19:00:00-04:00,2026-06-23 19:05:00-04:00,14792.071,ISO-NE System Total,72.76376782566693
2026-06-23 19:05:00,2026-06-23 19:05:00-04:00,2026-06-23 19:10:00-04:00,14762.916,ISO-NE System Total,72.74417209501127
2026-06-23 19:10:00,2026-06-23 19:10:00-04:00,2026-06-23 19:15:00-04:00,14769.388,ISO-NE System Total,72.74852207164662
2026-06-23 19:15:00,2026-06-23 19:15:00-04:00,2026-06-23 19:20:00-04:00,14792.996,ISO-NE System Total,72.76438953895304
2026-06-23 19:20:00,2026-06-23 19:20:00-04:00,2026-06-23 19:25:00-04:00,14801.362,ISO-NE System Total,72.77001251554934
2026-06-23 19:25:00,2026-06-23 19:25:00-04:00,2026-06-23 19:30:00-04:00,14793.782,ISO-NE System Total,72.76491782721561
2026-06-23 19:30:00,2026-06-23 19:30:00-04:00,2026-06-23 19:35:00-04:00,14825.421,ISO-NE System Total,72.78618311009039
2026-06-23 19:35:00,2026-06-23 19:35:00-04:00,2026-06-23 19:40:00-04:00,14813.331,ISO-NE System Total,72.77805714941034
2026-06-23 19:40:00,2026-06-23 19:40:00-04:00,2026-06-23 19:45:00-04:00,14907.897,ISO-NE System Total,72.84161708304721
2026-06-23 19:45:00,2026-06-23 19:45:00-04:00,2026-06-23 19:50:00-04:00,14877.313,ISO-NE System Total,72.82106088937982
2026-06-23 19:50:00,2026-06-23 19:50:00-04:00,2026-06-23 19:55:00-04:00,14878.546,ISO-NE System Total,72.82188961638714
2026-06-23 19:55:00,2026-06-23 19:55:00-04:00,2026-06-23 20:00:00-04:00,14847.7,ISO-NE System Total,72.80115732663224
2026-06-23 20:00:00,2026-06-23 20:00:00-04:00,2026-06-23 20:05:00-04:00,14867.908,ISO-NE System Total,70.88529193835583
2026-06-23 20:05:00,2026-06-23 20:05:00-04:00,2026-06-23 20:10:00-04:00,14865.565,ISO-NE System Total,70.8837171554052
2026-06-23 20:10:00,2026-06-23 20:10:00-04:00,2026-06-23 20:15:00-04:00,14853.334,ISO-NE System Total,70.87549642545666
2026-06-23 20:15:00,2026-06-23 20:15:00-04:00,2026-06-23 20:20:00-04:00,14832.918,ISO-NE System Total,70.86177437307916
2026-06-23 20:20:00,2026-06-23 20:20:00-04:00,2026-06-23 20:25:00-04:00,14794.827,ISO-NE System Total,70.83617255601847
2026-06-23 20:25:00,2026-06-23 20:25:00-04:00,2026-06-23 20:30:00-04:00,14766.419,ISO-NE System Total,70.817078900849
2026-06-23 20:30:00,2026-06-23 20:30:00-04:00,2026-06-23 20:35:00-04:00,14774.681,ISO-NE System Total,70.82263197670827
2026-06-23 20:35:00,2026-06-23 20:35:00-04:00,2026-06-23 20:40:00-04:00,14779.994,ISO-NE System Total,70.82620296339918
2026-06-23 20:40:00,2026-06-23 20:40:00-04:00,2026-06-23 20:45:00-04:00,14826.991,ISO-NE System Total,70.85779070319077
2026-06-23 20:45:00,2026-06-23 20:45:00-04:00,2026-06-23 20:50:00-04:00,14815.132,ISO-NE System Total,70.84982000280164
2026-06-23 20:50:00,2026-06-23 20:50:00-04:00,2026-06-23 20:55:00-04:00,14771.397,ISO-NE System Total,70.82042472651196
2026-06-23 20:55:00,2026-06-23 20:55:00-04:00,2026-06-23 21:00:00-04:00,14707.626,ISO-NE System Total,70.77756280438396
2026-06-23 21:00:00,2026-06-23 21:00:00-04:00,2026-06-23 21:05:00-04:00,14699.878,ISO-NE System Total,69.11550094998265
2026-06-23 21:05:00,2026-06-23 21:05:00-04:00,2026-06-23 21:10:00-04:00,14670.363,ISO-NE System Total,69.09566325523726
2026-06-23 21:10:00,2026-06-23 21:10:00-04:00,2026-06-23 21:15:00-04:00,14601.118,ISO-NE System Total,69.04912213470044
2026-06-23 21:15:00,2026-06-23 21:15:00-04:00,2026-06-23 21:20:00-04:00,14581.306,ISO-NE System Total,69.03580604429571
2026-06-23 21:20:00,2026-06-23 21:20:00-04:00,2026-06-23 21:25:00-04:00,14516.775,ISO-NE System Total,68.99243330908939
2026-06-23 21:25:00,2026-06-23 21:25:00-04:00,2026-06-23 21:30:00-04:00,14426.744,ISO-NE System Total,68.93192145086063
2026-06-23 21:30:00,2026-06-23 21:30:00-04:00,2026-06-23 21:35:00-04:00,14395.833,ISO-NE System Total,68.91114547314508
2026-06-23 21:35:00,2026-06-23 21:35:00-04:00,2026-06-23 21:40:00-04:00,14333.467,ISO-NE System Total,68.8692278830895
2026-06-23 21:40:00,2026-06-23 21:40:00-04:00,2026-06-23 21:45:00-04:00,14301.646,ISO-NE System Total,68.8478402739249
2026-06-23 21:45:00,2026-06-23 21:45:00-04:00,2026-06-23 21:50:00-04:00,14169.327,ISO-NE System Total,68.75890570062269
2026-06-23 21:50:00,2026-06-23 21:50:00-04:00,2026-06-23 21:55:00-04:00,14088.984,ISO-NE System Total,68.70490536489751
2026-06-23 21:55:00,2026-06-23 21:55:00-04:00,2026-06-23 22:00:00-04:00,13981.51,ISO-NE System Total,68.63266967439894
2026-06-23 22:00:00,2026-06-23 22:00:00-04:00,2026-06-23 22:05:00-04:00,13923.987,ISO-NE System Total,67.32265819268954
2026-06-23 22:05:00,2026-06-23 22:05:00-04:00,2026-06-23 22:10:00-04:00,13818.075,ISO-NE System Total,67.2514723574914
2026-06-23 22:10:00,2026-06-23 22:10:00-04:00,2026-06-23 22:15:00-04:00,13690.147,ISO-NE System Total,67.1654890739614
2026-06-23 22:15:00,2026-06-23 22:15:00-04:00,2026-06-23 22:20:00-04:00,13646.152,ISO-NE System Total,67.13591904582916
2026-06-23 22:20:00,2026-06-23 22:20:00-04:00,2026-06-23 22:25:00-04:00,13571.806,ISO-NE System Total,67.08594942856539
2026-06-23 22:25:00,2026-06-23 22:25:00-04:00,2026-06-23 22:30:00-04:00,13458.911,ISO-NE System Total,67.01007016214896
2026-06-23 22:30:00,2026-06-23 22:30:00-04:00,2026-06-23 22:35:00-04:00,13353.523,ISO-NE System Total,66.93923651912587
2026-06-23 22:35:00,2026-06-23 22:35:00-04:00,2026-06-23 22:40:00-04:00,13283.233,ISO-NE System Total,66.89199303060636
2026-06-23 22:40:00,2026-06-23 22:40:00-04:00,2026-06-23 22:45:00-04:00,13169.705,ISO-NE System Total,66.81568831066551
2026-06-23 22:45:00,2026-06-23 22:45:00-04:00,2026-06-23 22:50:00-04:00,13086.871,ISO-NE System Total,66.76001371786393
2026-06-23 22:50:00,2026-06-23 22:50:00-04:00,2026-06-23 22:55:00-04:00,12990.259,ISO-NE System Total,66.69507862165042
2026-06-23 22:55:00,2026-06-23 22:55:00-04:00,2026-06-23 23:00:00-04:00,12906.674,ISO-NE System Total,66.63889926487275
2026-06-23 23:00:00,2026-06-23 23:00:00-04:00,2026-06-23 23:05:00-04:00,12794.521,ISO-NE System Total,65.76431533329314
2026-06-23 23:05:00,2026-06-23 23:05:00-04:00,2026-06-23 23:10:00-04:00,12719.305,ISO-NE System Total,65.71376096947918
2026-06-23 23:10:00,2026-06-23 23:10:00-04:00,2026-06-23 23:15:00-04:00,12591.402,ISO-NE System Total,65.62779448901097
2026-06-23 23:15:00,2026-06-23 23:15:00-04:00,2026-06-23 23:20:00-04:00,12543.532,ISO-NE System Total,65.59561998630178
2026-06-23 23:20:00,2026-06-23 23:20:00-04:00,2026-06-23 23:25:00-04:00,12442.899,ISO-NE System Total,65.52798228563051
2026-06-23 23:25:00,2026-06-23 23:25:00-04:00,2026-06-23 23:30:00-04:00,12383.13,ISO-NE System Total,65.48781019763334
2026-06-23 23:30:00,2026-06-23 23:30:00-04:00,2026-06-23 23:35:00-04:00,12269.428,ISO-NE System Total,65.41138852838245
2026-06-23 23:35:00,2026-06-23 23:35:00-04:00,2026-06-23 23:40:00-04:00,12161.427,ISO-NE System Total,65.33879862934141
2026-06-23 23:40:00,2026-06-23 23:40:00-04:00,2026-06-23 23:45:00-04:00,12093.112,ISO-NE System Total,65.29288258270306
2026-06-23 23:45:00,2026-06-23 23:45:00-04:00,2026-06-23 23:50:00-04:00,12040.401,ISO-NE System Total,65.25745433510949
2026-06-23 23:50:00,2026-06-23 23:50:00-04:00,2026-06-23 23:55:00-04:00,11976.581,ISO-NE System Total,65.21455947898039
2026-06-23 23:55:00,2026-06-23 23:55:00-04:00,2026-06-24 00:00:00-04:00,11919.768,ISO-NE System Total,65.17637418500885
2026-06-24 00:00:00,2026-06-24 00:00:00-04:00,2026-06-24 00:05:00-04:00,11799.239,ISO-NE System Total,64.82277054595781
2026-06-24 00:05:00,2026-06-24 00:05:00-04:00,2026-06-24 00:10:00-04:00,11762.244,ISO-NE System Total,64.79790537512584
2026-06-24 00:10:00,2026-06-24 00:10:00-04:00,2026-06-24 00:15:00-04:00,11704.565,ISO-NE System Total,64.75913802309401
2026-06-24 00:15:00,2026-06-24 00:15:00-04:00,2026-06-24 00:20:00-04:00,11623.994,ISO-NE System Total,64.70498444344534
2026-06-24 00:20:00,2026-06-24 00:20:00-04:00,2026-06-24 00:25:00-04:00,11576.229,ISO-NE System Total,64.67288051359566
2026-06-24 00:25:00,2026-06-24 00:25:00-04:00,2026-06-24 00:30:00-04:00,11523.593,ISO-NE System Total,64.63750267518746
2026-06-24 00:30:00,2026-06-24 00:30:00-04:00,2026-06-24 00:35:00-04:00,11465.831,ISO-NE System Total,64.59867953699052
2026-06-24 00:35:00,2026-06-24 00:35:00-04:00,2026-06-24 00:40:00-04:00,11412.796,ISO-NE System Total,64.56303352171619
2026-06-24 00:40:00,2026-06-24 00:40:00-04:00,2026-06-24 00:45:00-04:00,11335.535,ISO-NE System Total,64.51110466744808
2026-06-24 00:45:00,2026-06-24 00:45:00-04:00,2026-06-24 00:50:00-04:00,11309.587,ISO-NE System Total,64.49366443355842
2026-06-24 00:50:00,2026-06-24 00:50:00-04:00,2026-06-24 00:55:00-04:00,11239.572,ISO-NE System Total,64.44660577871858
2026-06-24 00:55:00,2026-06-24 00:55:00-04:00,2026-06-24 01:00:00-04:00,11159.384,ISO-NE System Total,64.39270962197648
2026-06-24 01:00:00,2026-06-24 01:00:00-04:00,2026-06-24 01:05:00-04:00,11139.234,ISO-NE System Total,64.65175974386385
2026-06-24 01:05:00,2026-06-24 01:05:00-04:00,2026-06-24 01:10:00-04:00,11100.163,ISO-NE System Total,64.62549924678112
2026-06-24 01:10:00,2026-06-24 01:10:00-04:00,2026-06-24 01:15:00-04:00,11075.323,ISO-NE System Total,64.60880372458985
2026-06-24 01:15:00,2026-06-24 01:15:00-04:00,2026-06-24 01:20:00-04:00,11035.451,ISO-NE System Total,64.58200485740745
2026-06-24 01:20:00,2026-06-24 01:20:00-04:00,2026-06-24 01:25:00-04:00,10998.106,ISO-NE System Total,64.55690444371048
2026-06-24 01:25:00,2026-06-24 01:25:00-04:00,2026-06-24 01:30:00-04:00,10944.616,ISO-NE System Total,64.52095261271164
2026-06-24 01:30:00,2026-06-24 01:30:00-04:00,2026-06-24 01:35:00-04:00,10904.866,ISO-NE System Total,64.49423574447077
2026-06-24 01:35:00,2026-06-24 01:35:00-04:00,2026-06-24 01:40:00-04:00,10841.289,ISO-NE System Total,64.45150421410224
2026-06-24 01:40:00,2026-06-24 01:40:00-04:00,2026-06-24 01:45:00-04:00,10797.047,ISO-NE System Total,64.42176817171953
2026-06-24 01:45:00,2026-06-24 01:45:00-04:00,2026-06-24 01:50:00-04:00,10777.104,ISO-NE System Total,64.40836403327104
2026-06-24 01:50:00,2026-06-24 01:50:00-04:00,2026-06-24 01:55:00-04:00,10738.578,ISO-NE System Total,64.38246984293527
2026-06-24 01:55:00,2026-06-24 01:55:00-04:00,2026-06-24 02:00:00-04:00,10719.275,ISO-NE System Total,64.3694958628685
2026-06-24 02:00:00,2026-06-24 02:00:00-04:00,2026-06-24 02:05:00-04:00,10717.051,ISO-NE System Total,65.167204442529
2026-06-24 02:05:00,2026-06-24 02:05:00-04:00,2026-06-24 02:10:00-04:00,10691.266,ISO-NE System Total,65.14987376460219
2026-06-24 02:10:00,2026-06-24 02:10:00-04:00,2026-06-24 02:15:00-04:00,10641.372,ISO-NE System Total,65.11633888601075
2026-06-24 02:15:00,2026-06-24 02:15:00-04:00,2026-06-24 02:20:00-04:00,10622.245,ISO-NE System Total,65.10348319949897
2026-06-24 02:20:00,2026-06-24 02:20:00-04:00,2026-06-24 02:25:00-04:00,10582.666,ISO-NE System Total,65.07688126420074
2026-06-24 02:25:00,2026-06-24 02:25:00-04:00,2026-06-24 02:30:00-04:00,10552.221,ISO-NE System Total,65.05641849555688
2026-06-24 02:30:00,2026-06-24 02:30:00-04:00,2026-06-24 02:35:00-04:00,10529.074,ISO-NE System Total,65.0408608767098
2026-06-24 02:35:00,2026-06-24 02:35:00-04:00,2026-06-24 02:40:00-04:00,10499.153,ISO-NE System Total,65.020750300241
2026-06-24 02:40:00,2026-06-24 02:40:00-04:00,2026-06-24 02:45:00-04:00,10461.147,ISO-NE System Total,64.99520561359039
2026-06-24 02:45:00,2026-06-24 02:45:00-04:00,2026-06-24 02:50:00-04:00,10465.833,ISO-NE System Total,64.99835517949168
2026-06-24 02:50:00,2026-06-24 02:50:00-04:00,2026-06-24 02:55:00-04:00,10437.48,ISO-NE System Total,64.97929849105815
2026-06-24 02:55:00,2026-06-24 02:55:00-04:00,2026-06-24 03:00:00-04:00,10429.952,ISO-NE System Total,64.97423875309293
